,Term,Filter 1,Threshold 1,Filter 2,Threshold 2,Filter 3,Threshold 3,Number of videos,Number of news,Number of podcasts,Number of apps,Cosine,Pearson,Euclidean,Cosine_with_mean,Pearson_with_mean,Euclidean_with_mean
0,metaverse,Track time,0,Text length,0,Duration,0,503,1921,972,219,0.7942112806434857,0.6884250852881972,14.550602887565901,0.8249058184391135,0.7388739245371472,13.911675201396458
1,metaverse,Track time,0,Text length,0,Duration,25,38,1921,972,219,0.7915469534255014,0.6837933165161314,15.583608993047768,0.822073255164928,0.7340006438961001,14.872507949088101
2,metaverse,Track time,0,Text length,0,Duration,50,14,1921,972,219,0.7708422493411,0.6473652802986846,14.063870491035715,0.8099719992942055,0.7122500845533823,13.346633294675662
3,metaverse,Track time,0,Text length,0,Duration,75,8,1921,972,219,0.7616869494852117,0.6315546268352024,15.198900276370335,0.8029346733827892,0.6992285118808571,14.592741260638476
4,metaverse,Track time,0,Text length,0,Duration,100,5,1921,972,219,0.7777658331742382,0.6593497631174452,15.804370374523437,0.8150866730938161,0.7213846737564055,15.171940898412075
5,metaverse,Track time,0,Text length,0,Duration,125,1,1921,972,219,0.7961618760371639,0.692042024310575,14.773533864095088,0.8273505070312471,0.7438349939552944,14.124793606763095
6,metaverse,Track time,0,Text length,0,Duration,150,0,1921,972,219,0.7961618760371639,0.692042024310575,14.773533864095088,0.8273505070312471,0.7438349939552944,14.124793606763095
7,metaverse,Track time,0,Text length,100,Duration,0,503,1916,972,219,0.7935784764868524,0.6874034648796498,14.706194719914228,0.8240904000868445,0.737557650977848,14.068070793976547
8,metaverse,Track time,0,Text length,100,Duration,25,38,1916,972,219,0.7910516457014332,0.6830149270270783,15.741414835164838,0.8213400039659915,0.7328282914895069,15.030603071865201
9,metaverse,Track time,0,Text length,100,Duration,50,14,1916,972,219,0.7710301258883142,0.6477253303831007,14.204445431320105,0.8095001528650531,0.7115196417508459,13.497833545780203
10,metaverse,Track time,0,Text length,100,Duration,75,8,1916,972,219,0.7620716384790994,0.6321999349900775,15.39261209895632,0.8026139965086353,0.6987572700215675,14.797873762917428
11,metaverse,Track time,0,Text length,100,Duration,100,5,1916,972,219,0.777723766420629,0.6593300387294061,15.95816163003663,0.8144999580361841,0.7204616712238144,15.320792880258892
12,metaverse,Track time,0,Text length,100,Duration,125,1,1916,972,219,0.7954604750498884,0.6909078585747148,14.943280677655682,0.8264529547514418,0.7423777123108656,14.288584527662199
13,metaverse,Track time,0,Text length,100,Duration,150,0,1916,972,219,0.7954604750498884,0.6909078585747148,14.943280677655682,0.8264529547514418,0.7423777123108656,14.288584527662199
14,metaverse,Track time,0,Text length,1000,Duration,0,503,1811,972,219,0.7936976547428946,0.6874902336945641,14.92040400076114,0.8237622980378854,0.7367806427037253,14.232893294613124
15,metaverse,Track time,0,Text length,1000,Duration,25,38,1811,972,219,0.7905520892990902,0.6819728280159475,16.020985958485955,0.8206614637445367,0.7313646805052436,15.250774815499735
16,metaverse,Track time,0,Text length,1000,Duration,50,14,1811,972,219,0.7699438858804506,0.6457891294368616,14.120634693452686,0.8085223440195711,0.7095317602746443,13.36608335413464
17,metaverse,Track time,0,Text length,1000,Duration,75,8,1811,972,219,0.760304654704985,0.62921128232338,15.067486775402248,0.8014340885818613,0.6964341339535901,14.400418208288139
18,metaverse,Track time,0,Text length,1000,Duration,100,5,1811,972,219,0.776664825151716,0.6574025347216368,16.06673318819545,0.8137722256147345,0.7189378339746677,15.381602247053793
19,metaverse,Track time,0,Text length,1000,Duration,125,1,1811,972,219,0.7953556527381392,0.690557726985657,15.177731990231992,0.8259652718571058,0.7412548434302317,14.473493604561567
20,metaverse,Track time,0,Text length,1000,Duration,150,0,1811,972,219,0.7953556527381392,0.690557726985657,15.177731990231992,0.8259652718571058,0.7412548434302317,14.473493604561567
21,metaverse,Track time,0,Text length,2000,Duration,0,503,1539,972,219,0.7953614621230001,0.6896724427889062,14.1618237531699,0.82753477286329,0.7423778108033706,13.399945513753492
22,metaverse,Track time,0,Text length,2000,Duration,25,38,1539,972,219,0.7915637094863412,0.6830536944122002,14.891249019849694,0.8240171891177125,0.7362050611309428,14.073778142014516
23,metaverse,Track time,0,Text length,2000,Duration,50,14,1539,972,219,0.7703641098805465,0.6464170378056268,13.102534812880764,0.811015276065589,0.713011006783399,12.373330122436565
24,metaverse,Track time,0,Text length,2000,Duration,75,8,1539,972,219,0.7600416760668407,0.6290168502346762,14.242910384856218,0.8031158925018805,0.6985860858342069,13.573880435201112
25,metaverse,Track time,0,Text length,2000,Duration,100,5,1539,972,219,0.7781651373574572,0.6597580226977845,15.337225274725277,0.8166494604821449,0.7230130374796381,14.634422606361985
26,metaverse,Track time,0,Text length,2000,Duration,125,1,1539,972,219,0.7968720375465704,0.6923583228117546,14.317123425355133,0.8295601661487745,0.7463198499080367,13.567070351702126
